O₃ [µg/m³],NO₂ [µg/m³],SO₂ [µg/m³],PM2.5 [µg/m³],CPC [1/cm³],NOₓ [µg/m³ eq. NO₂]
39.1,14.3,2.6,8.2,14598.1,22.1
45.2,13.1,2.3,8.3,18588.5,20.7
55.1,11.1,2,7.5,22713.7,17.2
75.2,5.9,0.8,3.5,8126.5,8.1
77.4,5.4,0.7,3.3,11548.0,7.3
80.3,5.3,0.7,4.3,12362.6,7
87.3,4.4,0.6,3.6,15013.8,5.6
92.6,4.5,0.6,3.7,17615.8,5.9
95.7,5.7,0.6,4.4,17837.3,6.1
92.5,6.4,0.6,4.5,17856.1,7.3
91,6.5,0.8,6.5,21379.7,7.4
88.4,7.4,0.8,5.1,21904.7,8.3
81.2,11.4,0.7,11.8,25609.2,12
60.7,13.6,1.4,10.8,26647.1,14.1
48.7,22.3,1.3,15.9,33663.5,23.2
48.6,19.4,2.3,13.6,28035.0,20.6
51.1,15,1.8,8.1,14164.4,15.4
52.4,12.4,1.8,7.5,12418.6,12.8
51.7,12,1.9,7.5,11988.4,12.2
55.4,11.2,1.5,6.7,10423.2,11.1
52.4,12.3,1.4,6,10136.5,12.3
52.4,11,1.3,6.6,9593.6,11.5
51.9,10.9,1.8,6.5,9703.8,11.4
54.6,9.8,1.2,6,7979.2,11.9
57,9.1,1.5,5.8,9508.8,11.8
63.8,7.7,1.2,4.9,8416.9,10.5
70.9,5.9,0.8,4.3,7533.3,7.9
76,5.9,0.8,4.9,10362.8,7.7
82.4,6.5,0.7,5.1,15090.9,7.9
92.1,5,0.8,4.8,23251.0,6
98.8,4,0.8,4.3,24914.4,4.8
101.1,3,0.6,3.6,13448.1,3.6
103.7,2.7,0.6,3.4,13761.0,3.2
105.8,3.3,0.5,3.8,11090.9,3.8
103.4,5.1,0.8,4.5,16805.9,5.9
93.2,5.1,0.6,5.1,12442.5,5.4
84.4,4.5,0.5,5.6,9259.3,4.6
86.5,4.1,1,5.8,10022.1,4.2
80.1,7.4,1.2,5.9,9494.7,7.4
68.1,12.5,2.3,7.8,11660.7,12.6
75.8,9.6,1.2,6.5,7048.4,9.6
79.8,8,0.8,6.4,4890.0,8.4
80.4,7.4,0.9,6.8,4601.4,7.6
83.9,6.2,0.6,6.1,3705.5,6.3
77.2,6.1,1,6.1,4475.2,6.4
65.8,10,1.4,6.7,6513.6,10.6
64,18.3,1.5,6.7,8656.2,18.9
59,13.2,0.8,7,6180.2,14.5
67.7,9.2,0.6,7.3,5394.8,11.2
76,8.5,0.4,5.7,6523.9,10.7
86.1,6,0.3,3.1,4423.8,7.3
87.4,3.9,0.3,1.4,3920.3,4.6
83.2,4.4,0.3,1.4,4088.9,5.3
84.1,3.7,0.3,1.4,3061.8,4.6
83.8,4,0.3,1.5,4031.1,4.7
77.5,5.6,0.3,2.1,5453.5,6.1
74.5,6.9,0.3,1.9,5224.0,7.6
68.8,11.5,0.3,2.2,9289.2,12.7
69.1,10.1,0.3,1.7,6475.4,10.5
62.9,13.5,0.2,2,8727.1,14.1
61.4,9.2,0.2,2.5,7280.1,9.6
61.5,5.3,0.2,2.5,5070.8,5.3
58.8,5.9,0.2,2.9,5326.1,5.8
65.1,6.4,0.1,2.6,6514.8,6.4
60.3,3.8,0.2,2.6,5256.9,3.9
56.2,2.3,0.1,2.6,2385.4,2.4
55.6,3.5,0.1,5.7,1863.0,3.6
70.4,1.7,0.1,3.5,1415.2,1.7
68.7,1.8,0.1,2.4,1779.0,1.9
70.8,1.9,0.1,1.7,1938.4,1.9
60.6,4.7,0.2,1.8,3199.2,4.9
61.9,6.1,0.2,2.4,3850.8,6.8
63.9,7.5,0.2,3.7,4205.5,8.2
60.2,9.5,0.2,7.2,3914.4,9.9
57.3,10.7,0.2,10.1,3048.9,12.2
59.5,7.3,0.2,5.6,3830.8,8.5
57.7,4.7,0.2,1,4142.3,5.9
59.1,4.9,0.2,1.2,4899.2,5.7
65.1,4.8,0.1,1.9,2846.4,5.1
64,5.9,0.2,2.5,3561.3,6.7
56.5,8.3,0.2,2.5,5989.6,10
55.4,7.9,0.2,2.2,6538.7,9.3
50.3,11.2,0.2,2.8,7467.3,12.8
33.1,27.8,0.5,5.8,11714.5,30.5
72.8,3.3,0.2,2.6,2293.6,3.3
67.5,2.9,0.2,1.9,2594.1,3.1
65.6,2.5,0.1,2,2145.8,2.7
70.1,1.6,0.1,1.8,1968.5,1.5
69.8,1.3,0.1,1.8,1838.1,1.5
67.3,1.3,0.1,1.3,1404.3,1.4
78.8,0.4,0.1,1,1536.8,0.4
74,0.7,0.1,1.8,2211.8,0.7
68.5,1.6,0.2,2.1,2810.6,1.7
59.9,2.5,0.2,2.3,3496.9,2.5
56.2,5.3,0.2,2.6,5267.9,5.6
64.4,4.9,0.2,3.2,6238.3,5.4
70.1,2.7,0.2,3.9,4975.4,3.3
76.7,1.5,0.2,4,3887.5,2.2
77.5,1.7,0.2,4.1,4248.1,2.4
82.1,1.9,0.2,4.1,4560.0,2.7
82.9,2.6,0.1,4.1,5678.6,3.3
86.9,2.6,0.2,3.9,7078.0,3.1
94.2,1.9,0.1,3.2,4764.0,2.5
91.4,2.5,0.1,3.2,4731.5,3.1
88.7,1.8,0.1,3,2995.9,2.1
83.2,2.2,0.1,3,3216.3,2.6
74.9,3.5,0.2,3.5,4386.6,3.8
76.7,5.8,0.2,4.1,6576.7,6.5
68.1,11.7,0.6,5.6,8293.7,12.1
58.7,13,0.4,6.6,9230.6,13
54.6,15.9,0.9,8,10380.7,16.1
46.2,18.4,1,8.2,12060.3,18.6
35.5,23.5,0.8,7.8,11107.9,23.9
38.6,15.5,0.8,7.7,8585.4,15.8
31.4,17.1,1.1,8.3,8541.2,17.4
28,14,0.8,8.9,7732.0,14.4
25.9,14.8,1.6,9.1,8501.0,15.3
21.1,14.8,2.9,9.7,9797.0,15.1
20.1,15,2.7,9.7,9428.0,16.2
25.6,9.6,1.2,8.5,6576.7,12.2
52.8,4,0.8,4.4,3935.2,4.4
67.2,1.7,0.5,1.9,1529.5,1.8
71.8,1.3,0.3,0.9,1111.8,1.2
72.5,1.1,0.3,0.6,1101.8,1.3
74.5,1,0.3,0.7,1644.9,1.5
84.4,1.4,0.2,1.2,3164.5,2
88.5,0.8,0.2,1.7,1316.3,1.2
86.3,0.8,0.2,2,1505.2,0.8
87.9,1,0.2,1.7,2498.1,1.3
86.9,1,0.2,1.8,2005.4,1.3
83,0.9,0.2,1.6,2207.8,1.2
81,1.2,0.2,1.6,2488.8,1.4
76.2,1.7,0.2,2.2,3525.3,1.6
62.7,8.2,0.5,3.5,8443.9,8.6
66.5,3,0.3,2.6,4092.4,3
57.9,2.7,0.3,2.5,4042.6,2.9
50.8,5,0.3,2.6,4799.0,5.2
43.1,6.9,0.3,2.7,5353.3,7.7
36.2,9,0.8,3.6,7433.5,9.7
36,7.6,0.9,3.9,7835.3,8.3
30,10.7,1,4.1,7594.8,11.3
26.8,13,0.9,4.5,8369.8,13.8
22.5,14.8,1.4,3.9,10056.0,18
23.5,16.5,2.1,5,10729.6,27.4
38.9,10.9,1.4,3.7,9707.3,18.2
41.5,11.5,1.4,4,11772.7,20.4
63.4,7.2,1.2,3.2,10315.1,11.5
78.3,6,0.6,3.1,10007.1,8.7
86.1,4.2,0.4,3,10164.7,6.1
84.9,1.8,0.3,2.6,5910.0,2.7
76.7,2.3,0.3,2,2763.0,3.3
77.7,1.6,0.4,2,3429.1,2.6
68.9,1.8,0.3,2.5,2743.9,2.5
74.4,1.4,0.3,1.5,2774.3,2.3
69,1.4,0.3,1.5,2646.6,2
67.7,1.6,0.3,1.4,3269.4,2.5
62.5,1.7,0.2,1.5,3319.2,2.4
54.6,3.6,0.2,2.4,4966.4,4.2
74.7,1,0.2,2.3,3660.8,1.6
61.6,2.1,0.2,2.2,3041.4,2.4
68.7,1.1,0.2,1.6,2447.5,1.4
63.6,1.7,0.2,1.6,2828.4,2.4
62.8,2,0.2,1.8,2500.5,2.5
63.5,2.8,0.2,2,2592.7,3.2
50.8,7.5,0.6,2.4,5385.6,8.1
42.5,12.3,1.6,3.5,8710.2,13.1
37.1,15.9,1.4,4.3,8976.3,17.1
38.2,15.8,1.6,4.8,9490.7,17.6
40.4,15.3,2.3,4.3,11802.2,19.5
40.5,16.2,2.2,5.7,12542.3,22.7
66.6,7.3,0.9,3.6,5693.6,10.5
75.8,4.1,0.7,3.4,9019.5,6
84.1,1.5,0.3,2.4,2240.0,2.4
87.3,1.3,0.2,1.5,2177.5,2.1
84.6,1.5,0.2,1.4,2323.9,2.2
81.3,1.1,0.3,1.1,1894.6,1.7
76,1.2,0.3,1.2,2288.4,1.9
66.5,2.7,0.3,1.6,4085.0,3.4
71.8,2,0.3,1.3,2892.2,2.6
86.7,1.2,0.3,1.5,2188.1,1.7
89.2,1.5,0.2,1.8,2168.5,2
83.7,1.6,0.2,1.9,1981.1,2
68.9,5.4,0.2,3.3,6376.4,6.2
63.4,8.3,0.6,3.4,7084.3,8.9
56,9.2,0.5,4.1,8454.8,10
48.2,11,0.6,3.9,8204.5,11.8
49.4,8.7,0.4,4.3,5973.2,9.2
65.9,0.8,0.3,3.3,1483.9,1.5
49.4,5,0.3,3.6,3781.1,5.7
36.2,10.6,1,6.2,6985.4,11.3
31.8,11.1,0.8,6.5,6805.0,12.4
39.9,7.1,0.7,5.1,4620.1,8.3
43.8,6.2,0.7,4.3,5153.2,8.2
36,9.8,2,7.2,9946.6,15.2
55.1,6.2,1.5,5.6,18723.1,10
71.1,2.1,0.7,3.9,21330.4,3.5
74.3,1.4,0.4,3.9,14936.4,2.3
61.7,2.1,0.4,4.5,8691.4,2.7
70.8,1.1,0.4,3.4,3314.8,1.8
72.3,1.7,0.3,3,3505.3,2.6
75.2,2,0.3,1.7,3296.1,2.8
65.2,4.5,0.3,2.8,4993.2,5.8
65.3,2.9,0.3,2.4,3987.6,4.1
65.4,2.9,0.2,2.3,3567.4,3.8
72.7,2.6,0.2,1.8,3319.7,3.1
72.1,2.2,0.2,2,11975.0,2.8
69,1.1,0.2,1.7,4274.2,1.6
72.9,1,0.2,2,3244.5,1.6
73.8,0.8,0.1,1.3,2979.0,1.3
73,0.6,0.2,1.5,2949.5,0.8
70.1,0.4,0.1,2.6,2744.7,1.1
63.1,0.8,0.1,2.7,2648.6,1.3
69,0.5,0.1,3.6,2127.7,1.1
71.3,0.7,0.2,2.1,1916.6,1.4
67.7,1.9,0.1,1.2,2394.2,2.5
66.5,3,0.2,2,2447.2,3.8
68.9,2.5,0.2,1.9,2401.2,3.5
66.4,2,0.2,1.4,2484.7,3.3
72.9,0.9,0.2,2.1,1944.4,1.8
71.5,1.1,0.2,2.1,2310.7,1.9
73.4,0.3,0.2,1.6,1480.6,1
71.1,0.8,0.2,1.7,1868.6,1.5
73.2,0.6,0.2,1.6,2172.1,1.5
73.4,1.1,0.2,1.5,2709.9,1.8
71.8,2.9,0.2,1.8,4320.9,4.5
77.6,0.8,0.2,1.3,2805.9,1.5
78,0.5,0.2,1.3,3248.1,1.4
76.6,0.8,0.2,1.3,3181.9,1.3
73.5,1.4,0.2,1.6,3777.3,1.9
81.4,1,0.1,1.1,2348.3,1.2
71.4,1.2,0.2,1,2660.7,1.8
68.8,1.2,0.2,1,2807.2,2
74.1,1.3,0.2,0.9,2758.0,1.8
75.1,0.2,0.2,0.9,2125.5,0.6
70.3,0.5,0.2,0.9,2195.3,1.1
63.4,1.5,0.2,1,2437.5,2.1
56.7,2.1,0.2,1.1,2867.4,3.1
60.5,2.5,0.2,1.1,3036.1,3
68.3,1.9,0.2,1.1,2801.6,2.5
69.5,2.6,0.2,1.5,2412.9,3.4
68,3.2,0.2,1.4,3338.3,4.2
64.2,3.9,0.2,1.2,3160.6,5
68.6,2.1,0.2,1.1,2324.8,3.4
75.7,0.7,0.2,2.1,1498.7,1.7
78.4,0.7,0.2,3.6,1892.1,1.6
80.2,0.6,0.2,4.2,1666.7,1.2
83.2,0.6,0.1,3.7,2103.7,1.4
81,2.2,0.2,4.1,9462.2,3.4
83.9,1.6,0.2,3.8,6501.3,2.6
84.8,2.7,0.2,3.6,5827.5,3.9
83.6,2.5,0.2,3.5,4402.9,3.5
79.4,3.2,0.2,3,4565.5,4
74.7,2.8,0.2,4,4593.7,3.4
78.4,3.3,0.2,2.4,3625.6,4
73.8,3.9,0.3,2.2,4638.9,4.6
75.3,1.6,0.2,1.9,3172.3,2.2
61.2,1.3,0.2,2.1,2866.0,1.9
71.9,0.7,0.2,2.2,2077.1,0.9
65.2,0.7,0.2,2.3,2120.1,1.1
59.9,0.4,0.2,2.4,2006.2,1
62.1,1.1,0.2,2.3,2264.8,1.5
61.3,0.9,0.2,2.2,2107.3,1.2
57.1,5.4,0.3,2.8,4169.9,6.3
59.6,4.7,0.3,3,3937.4,5.4
66.4,3,0.3,3,3071.1,3.8
70.4,2.5,0.3,2.5,3010.8,3.3
73.9,1.5,0.3,2.2,3079.1,2.4
76.1,1.3,0.2,2.2,2558.4,2.3
85.9,0.8,0.2,2.4,1870.4,1.7
84.7,0.8,0.2,2.2,1954.2,1.9
85.5,0.6,0.2,1.9,2078.2,1.8
85,0.8,0.2,2.5,2162.0,1.6
83.4,1.5,0.2,2.7,3167.6,2.7
83.6,2.5,0.2,2.2,2416.2,3.2
80.2,1.6,0.2,1.8,2641.4,2.8
77.1,3.1,0.2,1.8,4488.5,4.2
75.1,2.6,0.2,1.5,3307.8,3.1
71.6,1.5,0.2,1.3,2407.0,2
66.5,1.8,0.2,1.4,2800.9,2.1
66.1,1.4,0.2,1.4,3040.8,1.7
63.1,1.6,0.2,1,3595.4,2.3
60.3,1.2,0.2,1.3,3867.7,1.6
56.9,0.9,0.2,1.2,3837.0,1.6
63.1,0.7,0.2,1.5,3291.4,1.3
67.7,0.7,0.2,1.9,2483.3,1.2
69.7,0.8,0.2,1.7,2095.6,1.4
67.9,2.6,0.2,2.1,2683.6,3.4
66.4,3.5,0.2,2.6,2929.9,4.6
68.1,3.9,0.2,2.4,2951.7,4.7
69.5,2.5,0.2,3.2,2886.7,3.5
74.3,1.6,0.2,3.7,2534.7,3.3
82,1.5,0.2,3.6,2213.1,2.8
86.1,1.5,0.2,3.5,2257.7,2.5
90.1,1.3,0.2,2.6,2113.6,2.1
90.7,1.1,0.2,2.8,8172.9,1.9
92.3,1.1,0.2,2.7,3950.4,2.1
93.3,1.1,0.2,2.6,3224.7,1.9
93.7,1.2,0.2,2.5,2957.2,1.9
93.1,1.6,0.2,2.3,3536.1,2.5
91.7,2.6,0.2,2.4,3431.9,2.8
85,7.7,0.3,3.1,6567.2,8.2
68.4,15.7,0.5,4.1,9957.0,16.4
58.5,10.9,0.7,4.8,9703.0,11.5
53.8,3.6,0.3,4.4,4484.9,4.1
52.1,8.6,0.3,4.5,7377.6,9
36.7,21.6,1.2,5.9,9914.9,22.3
40.2,15.9,1.7,6,9759.3,16.2
40.5,13.6,2.7,6,9539.8,13.8
42,12.2,3,5.7,8883.4,13
33.3,14.8,2.3,5.7,10153.7,15.6
24.1,24.8,2.7,7.2,12949.0,27.6
10.7,38,2.9,8.4,17677.7,54.8
8.6,44.3,4.2,8.9,20436.7,70.9
71.4,5.1,1.1,2.9,3904.8,6.6
84.3,1.7,0.5,1.8,2515.6,2.2
81.9,2.3,0.5,1.5,3177.8,3.4
87.9,1.4,0.4,1.9,2519.5,2.1
96.1,1.5,0.3,2,2129.8,2.3
92.7,2.5,0.3,1.5,2684.6,3.2
95,1.8,0.3,1.6,2168.8,2.3
86.8,4.3,0.3,1.9,4118.3,5.5
83.5,3.1,0.2,1.6,3001.7,4.1
89.4,2.2,0.2,1.4,2624.4,2.8
91.3,1.5,0.2,1.5,2213.3,2.4
94.7,1.4,0.2,1.8,2248.7,1.7
91.6,1.8,0.2,2,2419.2,2.4
92.5,0.4,0.2,1.4,1280.1,0.8
93.9,0.1,0.1,1.3,986.3,0.6
94,0,0.2,1.5,1075.2,0.5
89.9,0,0.2,1.2,1021.7,0.6
87.6,0.1,0.2,1.1,802.9,0.7
86.5,0.4,0.2,1.4,761.0,0.8
81.7,0.4,0.2,2.5,1021.3,0.9
66.1,2.2,0.2,3,2010.7,2.7
57.9,4.5,0.3,3.7,4013.9,5.5
63.1,5,0.4,3.8,4257.8,6.8
73,0.1,0.2,3.5,1439.6,0.8
74.4,0.4,0.2,3.7,1914.4,1
73.3,0.5,0.2,3.5,1930.7,1.6
76.1,0.1,0.2,3.1,1789.0,0.8
78.3,0.1,0.2,2.6,2080.4,0.8
80.7,0,0.2,2.3,2419.9,0.5
81.1,0.2,0.2,2.3,4420.5,1
80.5,0.6,0.2,2.3,6200.3,1.1
80.8,0.3,0.3,2.1,6660.5,0.8
82.2,0.4,0.2,2.1,5855.1,1.4
83,0.7,0.2,2.4,6758.4,1.6
81.4,1,0.2,2.4,6657.2,1.7
76,2.7,0.3,2.5,7231.4,3.7
74.8,1.2,0.2,2.4,6316.2,1.7
73.4,0.9,0.2,2.3,5232.6,1.2
74.4,0.6,0.2,1.8,4544.2,1.1
71.6,0.2,0.2,1.4,4010.4,0.7
73,0.5,0.2,1.2,3475.1,0.7
79.5,0,0.2,1.1,2652.1,0
77.1,0,0.2,1,2677.4,0.4
76.2,0,0.2,1.3,2784.2,0
74.7,0,0.2,1.1,2585.5,1.4
75.3,0.5,0.2,1.3,3418.6,1.3
72.6,0.2,0.2,1.4,2652.1,0.8
72.6,0.6,0.2,1.9,2257.1,1.2
76.2,0,0.2,2.6,1966.7,1.1
76.3,0.2,0.2,2.8,2079.0,0.6
79.4,0,0.2,2.5,2059.4,0.6
83.2,0,0.2,2.4,2641.4,0.4
83.9,0,0.2,2.4,2687.5,0.8
84.2,0,0.2,2.4,3053.9,0.5
84.8,0,0.2,2.3,3218.7,0.6
84.8,0,0.2,2.4,3873.7,1
84.7,0.2,0.2,2.5,3945.9,0.6
84.7,0.5,0.2,2.7,6633.3,1.5
84,0.7,0.2,2.5,4420.9,1.5
81.9,2.6,0.3,2.6,6571.7,3.1
76,6.2,0.4,4,10564.1,6.5
53.8,9.2,0.5,6.7,13475.6,10.1
53.9,6,0.3,5.4,8531.9,6.4
51.7,5.5,0.3,5.1,8287.7,5.9
42.5,7.3,0.5,5.5,8901.5,7.9
38.2,11.6,1.4,6.3,9683.1,12.4
38.4,8.9,1.5,6,9032.5,10.6
35,10.3,1.4,5.6,8330.2,10.8
29.6,11.5,1.3,5.8,8530.9,12.4
29.1,11.9,1.5,5.9,8864.5,12.4
29.8,11.6,2.7,5.4,9837.3,14.2
31,10.2,2.4,5.3,11504.7,13.6
31.1,9.9,2.2,5.6,18603.1,15.7
41.7,8.8,2.1,5.4,20177.1,13.8
52.4,7.6,2.1,4.7,20334.6,10.4
62.8,6.4,1,4.2,9760.8,9.4
67.9,5.1,0.8,3.5,12006.4,7.2
63.8,6.6,2,5.6,26159.7,8.9
66.7,5.9,0.6,4.4,7670.8,7.4
74.5,3.6,0.6,3.7,9131.4,4.5
75.9,1.7,0.4,3.4,4890.3,2.3
72.9,2.2,0.4,3.3,5492.7,2.9
68.8,5.2,0.6,3.7,8081.8,6.6
60.5,8.9,0.6,4.4,9965.9,9.9
70.2,4.5,0.4,4.3,5955.8,5
80.6,0.6,0.2,2.5,2978.2,1.1
76.2,0.4,0.3,2.2,2869.7,1.1
73,0.6,0.3,2.5,3433.7,0.9
78,0,0.2,2.4,3232.9,0.1
78.5,0.2,0.2,2.2,2629.1,0.4
77.2,0,0.2,3.3,2416.9,1.5
78.1,0,0.2,2.7,2120.7,0.6
71.7,0.3,0.2,3.3,2440.8,0.5
71.2,0.8,0.3,3.9,2448.3,1.2
69,2,0.2,4.2,2948.6,3.1
71.5,1.5,0.3,4.4,5062.7,2.5
73.9,0.6,0.2,4.2,2547.3,1.5
74.8,0.6,0.2,4.1,2357.5,1.6
76.2,0.5,0.2,3.6,3172.4,1.6
75.7,0.6,0.2,3.4,2880.6,1.4
75.3,1.8,0.3,3.6,4906.6,2.6
76.7,1.7,0.3,3.5,4747.3,3.2
81.4,0.6,0.3,2.8,4430.3,1.5
83.7,0.8,0.2,2.3,3984.5,1.7
83.4,1.2,0.3,2,4478.1,2.2
86.4,0.6,0.2,2,3976.9,1.5
87.2,0.5,0.2,1.9,3441.8,1.5
83,0.8,0.2,1.8,3097.5,1.4
78,1.8,0.3,1.9,3402.5,2.2
78.9,1.2,0.3,2.2,3386.8,1.7
79,0.8,0.3,2.4,3333.4,1.3
74.8,1,0.3,2.2,3397.4,1.6
73.9,1.1,0.3,2.2,3228.2,1.3
73.5,1,0.3,2.2,3199.3,1.7
80.9,0.6,0.3,2.3,3448.1,0.9
76.3,1,0.3,2.6,3423.6,1.7
67.2,6,0.4,2.8,5200.4,6.7
71.8,2.8,0.4,3.3,4127.1,3.4
75.2,2.8,0.3,4.4,3585.1,3.9
66.4,7.6,0.3,4.8,6504.7,9.7
66.9,5.2,0.3,5.5,7363.0,7.6
67.5,5.9,0.3,5.9,6433.2,8.3
70.7,2.8,0.3,5.5,4932.1,4.5
73.9,1.7,0.3,4.4,3658.2,2.9
73.4,4.1,0.3,3.4,4306.8,6.7
71.2,1.4,0.3,2.2,2809.5,2.5
67.3,3,0.3,1.9,4370.5,5.1
64,5,0.3,3.1,4816.6,7.5
65,2.3,0.3,3.6,6841.7,3.4
62.6,3.1,0.3,3.6,5129.9,4.5
60.1,4.3,0.2,3.6,5234.1,6.3
59.1,4.1,0.2,4.1,4645.5,5.1
56.2,7.7,0.3,5.1,6200.7,9.7
59.5,2.6,0.2,4.5,3133.6,3.8
63.1,2,0.2,1.7,3414.0,2.9
60.7,5.7,0.2,1.1,13436.7,6.5
62.2,2.8,0.2,1.1,4430.4,3.4
74.7,0.7,0.2,1,1340.1,0.9
72.6,0.7,0.2,1,1038.5,1.2
71.7,1,0.2,1.1,1143.4,1.8
79.6,1.4,0.2,1.6,1449.3,1.5
75.4,4,0.2,2.2,3317.1,4.6
68.9,8.2,0.2,2.5,5031.9,9
65.8,11.6,0.2,3,6789.9,13
73.9,6.9,0.2,2.8,4256.9,7.7
-,-,-,2.7,4473.7,-
-,-,-,-,2612.6,-
93.7,0.8,0.2,3.6,2291.9,2.2
92.4,1.2,0.2,4.4,4322.4,1.9
94,1.1,0.2,4.8,3299.2,1.7
95,0.6,0.2,4.5,2109.8,1.4
96.9,1.6,0.2,4.4,4335.1,2.4
98.8,1.3,0.2,4.5,2938.9,2
99.9,1.1,0.2,4.6,2637.2,2
98.1,1.3,0.2,4.6,2596.1,2.1
94.1,2.2,0.2,4.7,3291.8,2.7
78.6,7.2,0.4,5.9,7129.3,7.8
61,8.3,0.3,6.6,7935.3,8.9
59,10.6,0.4,6.8,8503.0,10.6
45.4,16.3,1.5,8,11695.4,17.1
46.7,13.3,1.1,8,9025.4,13.9
44.4,13.5,1.4,8.9,8771.6,14
40.3,12.6,1.5,9.2,8484.7,13.1
35.3,13,1.4,9.6,8463.5,13.4
30.7,16.6,1.5,9.1,9142.5,18
26.7,17.7,2,11.5,10054.2,21.3
32.6,18,1.8,8.5,11693.8,28.7
25.5,28,1.9,12.2,17833.2,56.5
37.2,26.5,1.3,12.5,12416.8,47.2
50.3,18.8,1.1,11.8,11159.4,31.1
64.4,14.4,0.9,11.1,10946.4,21.5
77.1,10,0.6,9.5,7371.1,14.1
92.1,5.8,0.5,8.7,7528.4,7.4
99.7,4.8,0.5,9.5,8024.9,6.4
104.6,4.9,0.6,9.6,10432.1,6.2
106.9,4.4,0.7,9.6,14177.8,5.7
108.2,4.8,0.7,9.2,16396.7,5.9
108.9,5,0.7,9.6,16448.4,5.9
104.9,5.9,0.8,9.2,13699.6,6.7
102.9,6.3,0.7,9,11170.1,7
93,8.8,0.6,9.1,13395.5,9.2
82.9,9.6,0.8,8.8,17825.3,10.4
76,9.4,1.3,9.5,16172.5,9.9
64.7,7.7,0.9,9.1,10427.8,8.4
58.9,6.5,0.7,9.5,8061.6,6.9
57.7,5.7,0.6,9.2,6693.1,6.4
55.2,6,0.6,9,6890.2,6.6
45.5,6.4,0.5,9.2,6236.0,7.1
39.2,6.5,0.4,9.4,6026.6,6.9
36.2,8.9,0.5,9.5,6449.0,10.3
42.3,10.6,0.6,9.9,7037.7,12.7
47.5,12.7,0.8,11.2,9435.2,16.2
48,14.3,1,12.6,12928.2,20.3
59.6,11.6,0.9,12.2,9163.0,16.6
78.3,5.7,0.8,9,9340.5,8.1
89.9,3.4,0.7,7.2,14437.4,4.6
91.3,5,0.7,9,14890.5,6
98.2,4.1,0.6,9.9,9922.6,5.2
103.1,4,0.6,13.3,17025.3,5.2
98.3,3.3,0.4,10.7,10561.0,4.2
104.4,3.4,0.5,7.7,11654.5,4.5
105.9,4,0.5,7,11189.2,5
106.5,4.7,0.6,7.3,11599.0,5.3
105,5.3,0.6,6.9,10626.5,5.9
101.1,5.8,0.6,6.5,10687.8,6.3
93.3,8.5,0.6,5.9,11311.2,9.1
80.2,9.6,0.8,7.9,13723.7,10.1
63.1,13.1,1.3,12.2,16490.6,13.9
50.3,12.2,0.6,13.6,14661.5,13.1
50.1,9.2,0.6,10.8,11292.1,10.1
44.8,8.2,0.4,8.8,9149.7,8.8
41.4,8.7,0.5,8.4,8674.2,9.3
37.1,8.5,0.4,8.3,7687.8,9.3
41.3,7.8,0.6,8.2,7382.5,9.1
53,10.1,0.8,10.1,8451.8,13.2
55.3,10.3,1,11.5,8742.3,14.4
61,10.3,0.9,10.5,10306.4,15
71.5,8.6,0.9,9.2,12443.6,12.3
91.7,4.3,0.8,6.8,15930.5,6
101.1,2.5,0.4,5,9363.7,3.4
104.1,2.1,0.4,5.3,10367.4,2.9
104.7,2.1,0.4,5.7,10243.1,3
106.3,1.9,0.4,5.5,9484.4,2.7
106.2,2,0.4,5.6,11771.4,2.8
105,2.1,0.4,6.7,9287.4,2.7
103.6,2.5,0.4,7.7,7251.7,3.4
101.8,3,0.4,8.2,9025.4,3.9
100,3.8,0.4,8.1,5379.4,4.5
93.5,6.6,0.3,7.9,5105.0,7.2
92.1,6,0.4,7.8,5038.8,6.4
83.6,8.7,0.8,8.3,8226.8,9.4
78.6,10.9,0.7,8.5,7334.6,11.5
79,8.5,0.6,8.8,5486.4,8.9
76.7,7.6,0.6,8.6,4559.3,7.9
72.5,7.8,0.5,9.2,5194.0,8.5
51.7,8.5,0.5,9.5,5580.7,9.1
47.1,9,0.5,9.8,5489.4,9.9
36.8,14,0.6,9.7,7340.2,16.9
45.1,19.5,0.9,11.1,11670.0,26.4
55.5,20.3,1,12.3,11494.2,29.1
69.6,21.2,1.4,10.4,14011.2,29.3
88.1,7.9,1.1,7.7,12486.3,10.6
95.6,6,1.1,7.4,12979.2,8
104.2,3.9,0.6,7.3,10917.9,5.4
109,3.9,0.6,7.5,13349.2,5.1
115,3.8,0.5,7.6,15421.9,4.8
117.9,4.1,0.5,7.8,13892.2,5.3
120.1,3.7,0.5,7.7,10941.1,4.7
122.1,4,0.5,6.6,10348.7,5.1
122.4,4.2,0.5,6.5,9399.8,5.1
122,4.9,0.5,6.8,9918.3,5.6
117.3,7.5,0.6,7.3,10593.4,8
102.7,13.9,0.9,8.2,12668.6,14.6
91.1,18.5,1.2,8.8,11711.2,19.2
84.3,19.2,1.3,10.2,12325.3,20.1
99,7.1,0.8,9,8140.4,7.7
97.9,5.5,0.7,9.2,7419.9,5.6
91.5,7.6,0.8,9.5,7427.8,7.9
81.5,10.1,0.8,10,7154.2,10.3
75.3,10.3,0.7,10.1,7445.4,10.4
60,21.7,0.9,10.4,9350.4,22
54.6,26.9,0.9,10.9,11765.0,29
51.8,32.8,1.1,12,13926.5,40.7
55.1,31.2,1.5,12.5,16380.4,43
84.2,12.6,0.8,10.2,10022.0,15.8
